Company Name,Location,Job Title
National Australia Bank,"Sydney Area, Australia","Head of Risk, Wealth"
PM-Partners group,"Sydney Area, Australia",Principal Consultant (Contract)
Inner Circle Consulting,"Sydney Area, Australia",Program Management Consultant at MLC Pty Ltd (Claims Transformation)
UNSW,"Sydney Area, Australia",Senior Project Manager
PM-Partners group,"Sydney Area, Australia",Principal Consultant (Contract)
Helloworld Travel Limited,"Sydney Area, Australia",Senior Program Manager / PCI Compliance Director
Telstra,"Sydney Area, Australia",Program Manager - Westpac Transition and Transformation
Telstra,"Sydney Area, Australia",Program Manager - NFP Segmentation
Eventra,"Sydney Area, Australia",M&A Integration Manager
Eventra,"Sydney Area, Australia",Head of Consulting (NSW)
Eventra,"Sydney Area, Australia",Acquisition Lead
NEHTA,"Sydney Area, Australia",Senior Project Manager
IAG,"Sydney Area, Australia",Senior Manager Customer Advocacy (Director of Program and Portfolio Delivery)
Antenna Software (now part of Pegasystems),"Sydney Area, Australia",Director of Professional Services APAC
Telstra,"Sydney Area, Australia",Service Director
Telstra,"Sydney Area, Australia",Senior Project Manager (Woolworths Account)
Telstra,"Sydney Area, Australia",Project Manager
Form Landscape Architects,"Brisbane, Australia",Landscape Technician & Graphics Assistant
Lorna Jane,"Brisbane, Australia",Retail Assistant
Salmat,"Brisbane, Australia",Sales Representative
CBRE Asia Pacific,"Sydney, Australia","Associate Director Client Solutions, Asset Services"
JAGONAL The Office Space Search Engine,"Sydney, Australia",Business Development Manager
Pulse Collective,"Sydney, Australia",Head of Client Service
Edge - Advertising and Content Agency,"Sydney, Australia",Business Development Director
Edge - Advertising and Content Agency,"Sydney, Australia",Client Services Director
Edge - Advertising and Content Agency,"Sydney, Australia",Account Director
Edge - Advertising and Content Agency,"Sydney, Australia",Account Manager
Edge - Advertising and Content Agency,"Sydney, Australia",Production Manager
Freelancer.com,"Sydney Area, Australia",Software Engineer
Approach Solutions Pty Limited,"Sydney Area, Australia",Software Engineer
Coles,"Sydney Area, Australia",Team Member
IBM,"Sydney Area, Australia",ADL Business Operations Technical Graduate
NICTA,"Sydney Area, Australia",Summer Intern
KFC US,"Sydney Area, Australia",Team Member
Deloitte Digital Australia,"Melbourne, Australia",Analyst | Front-End Developer
Deloitte Digital Australia,"Melbourne, Australia",Junior Front-End Developer
General Assembly,"Melbourne, Australia",Web Development Immersive – Girl Geek Academy Scholarship Student
Ghost Pictures,"Melbourne, Australia",Writer
REA Group,"Melbourne, Australia",Developer
textile.training,"Melbourne, Australia",Front-End Developer
Northquest,"Sydney, Australia",Energy Analyst
MRA Consulting Group,"Sydney, Australia",Environmental Consultant
Iglu Student Accommodation,"Sydney, Australia",Resident Assistant and Student Advisor
Zenogen Pty Ltd,"Sydney, Australia",Engineering Intern
DuPont,"Sydney, Australia",Chemical Engineering Intern
Colliers International,"Sydney, Australia",Executive - Retail Leasing
Colliers International,"Sydney, Australia",Retail Leasing
Austal,"Perth, Australia",Head of Sustainment
DMO,"Perth, Australia",Generation Director
DMO,"Perth, Australia",ASMD Engineering Manager
DMO,"Perth, Australia",Engineer Change Project Engineer
DMO,"Perth, Australia",Whole Ship Support Engineer
DMO,"Perth, Australia",DMO Graduate Scheme
Samways Building & Construction Pty Ltd,"Sydney, Australia",Junior Estimator
Hutchinson Builders,"Sydney, Australia",Cadet Estimator
Phillips Family Law,"Brisbane, Australia",Associate
Jones Mitchell Family Lawyers,"Brisbane, Australia",Family Lawyer
Federal Magistrates Court,"Brisbane, Australia",Deputy Legal Associate
Phillips Family Law,"Brisbane, Australia",Senior Associate
NSW State Archives,"Sydney, Australia",Board Member
Flat Planet,"Sydney, Australia","Stakeholder Engagement, Australia"
Local Government Super,"Sydney, Australia",Director
Wollongong City Council,"Sydney, Australia",Councillor
Top Blokes Foundation,"Sydney, Australia",Chairman
International Association for Public Participation (IAP2) Australasia,"Sydney, Australia",Chief Executive Officer
PRACTICAL MANAGEMENT,"Sydney, Australia",Managing Director
Association of Consulting Surveyors NSW,"Sydney, Australia",Chief Executive Officer
Peter Rowland,"Tarneit, Victoria, Australia",Kitchen Assistant
O'Brien Group Australia,"Tarneit, Victoria, Australia",Retail Sales Assistant
Spotless Group,"Tarneit, Victoria, Australia",Kitchen Assistant
Indian Grocery Store,"Tarneit, Victoria, Australia",Accounting Clerk
Finlaysons,"Adelaide, Australia",Senior Associate
Finlaysons,"Adelaide, Australia",Associate
Finlaysons,"Adelaide, Australia",Lawyer
Finlaysons,"Adelaide, Australia",Law Clerk
McGrathNicol,"Adelaide, Australia",Accountant
Finlaysons,"Adelaide, Australia",Special Counsel
South Australian Cricket Association,"Adelaide, Australia",Legal Counsel
RMIT University,"Melbourne, Australia",Research Engineer
The Social Deck,"Noosa Heads, Queensland, Australia",Director
Australian Department of Health,"Noosa Heads, Queensland, Australia",Assistant Director - ANZTPA Taskforce
Australian Department of Health,"Noosa Heads, Queensland, Australia",Assistant Director - International Strategies Branch
Australian Department of Health,"Noosa Heads, Queensland, Australia",Assistant Director - Health Reform
Fishtwits Ltd,"Noosa Heads, Queensland, Australia",Co-founder
The Australian National University,"Noosa Heads, Queensland, Australia",Research Assistant
Bristows Law Firm,"Noosa Heads, Queensland, Australia",Paralegal
Harvey Norman,"Noosa Heads, Queensland, Australia",Salesperson
Entura,"Tasmania, Australia",Senior Renewable Energy Engineer
University of Newcastle,"Tasmania, Australia",Wind Tunnel Technician and Tutor
Accenture,"Melbourne, Victoria, Australia","Manager, Accenture Digital"
ME Bank,"Melbourne, Victoria, Australia",Digital Lead
Telstra,"Melbourne, Victoria, Australia",Product Manager - Mobile Applications
Telstra,"Melbourne, Victoria, Australia","Product Manager - Search, Identity, APIs"
Telstra,"Melbourne, Victoria, Australia",Delivery Lead
Telstra,"Melbourne, Victoria, Australia",Systems Manager - BigPond Movies
Telstra,"Melbourne, Victoria, Australia",IT Operations Manager
Telstra,"Melbourne, Victoria, Australia",Senior Technical Expert
Accenture,"Melbourne, Victoria, Australia",Senior Manager | Accenture Digital
Nous Group,"Sydney, Australia",Consultant
SMS Management & Technology,"Sydney, Australia",Consultant
Suncorp Group,"Sydney, Australia","FX & Derivatives Settlement Officer, Suncorp Bank"
Nous Group,"Sydney, Australia",Senior Consultant
Vantagespace,"Sydney, Australia",Director
Washington Brown,"Sydney, Australia",Quantity Surveyor
CSIRO's Data61,"Sydney, New South Wales, Australia",Senior researcher
University of Sydney,"Sydney, New South Wales, Australia",Senior lecturer
NICTA,"Sydney, New South Wales, Australia",Senior researcher
NICTA,"Sydney, New South Wales, Australia",Senior researcher
EPFL (École polytechnique fédérale de Lausanne),"Sydney, New South Wales, Australia",Postdoctoral Researcher
University of NeuchÃ¢tel,"Sydney, New South Wales, Australia",Postdoctoral Researcher
Cornell University,"Sydney, New South Wales, Australia",Visiting Scientist
Inria,"Sydney, New South Wales, Australia",PhD student
University of Connecticut,"Sydney, New South Wales, Australia",Visiting Research Assistant
Baseline_Group,"Perth, Australia",Medical Emergency Services Officer/Underground Mines Rescue/Trainer/ Offshore Trainer
Kellogg Joint Venture Gorgon,"Perth, Australia",Emergency Response Advisor/ Marine Emergency Response Officer
Royal Australian Navy,"Perth, Australia",Leading Seaman Firefighter / Boatswains Mate
Baseline_Group,"Perth, Australia",Emergency Services Supervisor
Baseline_Group,"Perth, Australia",Relief Medical Emergency Services Officer
Baseline_Group,"Perth, Australia",Relief Medical Emergency Services Officer
Tabcorp Holdings Limited,"Sydney, Australia",Construction Project Manager
BIG W,"Sydney, Australia",Construction Project Manager
Kordia Solutions,"Stanhope Gardens, New South Wales, Australia",Technical Specialist
Monash University,"Melbourne, Australia",Researcher and Lecturer
RMIT University,"Melbourne, Australia",Lecturer
Bankwest,"Perth, Australia",Senior IT Specialist
IBM,"Perth, Australia",Staff Software Engineer
IBM,"Perth, Australia",Software Engineer
Micromuse,"Perth, Australia",Software Engineer
Beilby Recruitment,"Wollongong, Australia",Research Consultant
Crust Gourmet Group,"Wollongong, Australia",Store Manager
AGL Energy,"Sydney, Australia",Lead Technology Architect
AGL Energy,"Sydney, Australia",Program Lead Architect- Data Intelligence Program
AGL Energy,"Sydney, Australia",Program Lead Architect AMI/Smart Meters
Ausgrid,"Sydney, Australia",Executive Manager IT Architecture
Ausgrid,"Sydney, Australia",Executive manager IT Architecture
Ausgrid,"Sydney, Australia",Business Strategist and architect
Oracle,"Sydney, Australia",Solution Director
AGL Energy,"Sydney, Australia",Manager IT Architecture
AGL Energy,"Sydney, Australia",Data Centre Manager
Australian Bureau of Statistics,"Sydney, Australia",Project manager
Lendlease,"Sydney, Australia","Senior Engineering Manager, National Engineering and Design"
Hyder Consulting,"Sydney, Australia",Structures Function Group Leader / Technical Director
Hyder Consulting,"Sydney, Australia",Associate Director (Structures)
Hyder Consulting,"Sydney, Australia",Principal Engineer - (Structures)
Hyder Consulting,"Sydney, Australia",Principal Engineer - (Structures)
Hyder Consulting,"Sydney, Australia",Graduate to Senior Engineer
Lendlease,"Sydney, Australia","Design Director, National Engineering and Design "
Bravura Solutions,"Sydney, Australia",Senior Business Consultant- Workflow
NSW Police,"Sydney, Australia",Senior Solutions Architect
Centrum Systems,"Sydney, Australia",Senior BPM Architect
The Law Society of New South Wales,"Sydney, Australia",Lead BPM Solution Designer
RailCorp,"Sydney, Australia",BPM/ECM Solution Manager
Smart Integration Australia,"Sydney, Australia",BPM/ECM Solution Manager
Renewtek,"Sydney, Australia",Lead Solution Architect/ Business Consultant
The BPA Group,"Sydney, Australia",Solution Architect/Business consultant
IBM,"Sydney, Australia",Senior BPM/ECM Solution Architect
The BPA Group,"Sydney, Australia",BPM/ECM Senior Solution Architect
FileNet,"Sydney, Australia",Solution Architect
Capgemini,"Sydney, Australia",Senior Analyst / Team Leader
Visionstream,"Melbourne, Victoria, Australia",Reliability Engineer
Visionstream,"Melbourne, Victoria, Australia",Support Engineer
Australian Catholic University,"Melbourne, Australia",Professional Practice Educator
La Trobe University,"Melbourne, Australia",Clinical Educator (sessional)
Australian Catholic University,"Melbourne, Australia",PHD Researcher
28 Too Many,"Melbourne, Australia",Associate
The Royal Melbourne Hospital & NorthWestern Mental Health,"Melbourne, Australia",Speech Pathologist
Speech Pathology for Schools,"Melbourne, Australia",Consultant Speech Pathologist
Baytech Industrial,"Sydney, Australia",Team Leader N.S.W.
Red Engine SCC,"Sydney Area, Australia",People & Culture Consultant
We Are Social,"Sydney Area, Australia",People & Culture
Adstream,"Sydney Area, Australia",People & Culture Consultant
PHD,"Sydney Area, Australia",People & Development Director
OMD Australia,"Sydney Area, Australia",People & Development Director
Atomic 212º Group,"Sydney Area, Australia",Talent Consultant
Atomic 212º Group,"Sydney Area, Australia",People & Culture Director
Raise - The Youth Mentoring Foundation,"Sydney Area, Australia",Youth Mentoring
Social Soup (Australia & NZ),"Sydney Area, Australia","People & Culture Director, Part Time"
University of Wollongong,"Sydney, Australia",Associate Professor (Principal Research Fellow)
University of Wollongong,"Sydney, Australia",Senior Research Fellow
University of Wollongong,"Sydney, Australia",Research Fellow/Senior Research Fellow - UOW Global Challenges
University of Wollongong,"Sydney, Australia",Associate Research Fellow - Australian National Fabrication Facility
Dublin City University,"Sydney, Australia",Research Project Coordinator - CAJAL4EU NanoBio Sensor Program
UC Irvine,"Sydney, Australia",PhD Researcher
Merck,"Sydney, Australia",Biochemist
Office of Environment and Heritage (NSW),"Sydney, Australia",Technical Review Committee Member (Environmental Education Grants)
RPS Europe,"Sydney, Australia",Senior Manager - Communications (Community Engagement and Stakeholder Relations)
Manidis Roberts,"Sydney, Australia",Senior Manager - Communications (Community Engagement and Stakeholder Relations)
GHD,"Sydney, Australia",Senior Environment and Communications Consultant
City of Sydney,"Sydney, Australia",Senior Environmental Projects Coordinator
Taronga Conservation Society Australia,"Sydney, Australia",Environmental Education and Keeper - Taronga Zoo
Kogarah City Council,"Sydney, Australia",Special Projects Coordinator (Environment)
Zoological Society of London (ZSL),"Sydney, Australia",Aquarist - London Zoo Aquarium
JLL's Hotels & Hospitality Group,"Sydney, Australia","Chief Operating Officer, Asia Pacific"
(CFSGAM) Colonial First State Global Asset Management,"Sydney, Australia","Head of Operations, CFSGAM Property & CFSGAM Infrastructure"
JLL,"Sydney, Australia",Asia Pacific Executive General Counsel
Blake Dawson,"Sydney, Australia",Solicitor
Westpac Group,"Sydney Area, Australia",Senior Project Manager (Contract)
WorleyParsons,"Sydney Area, Australia",Transition Project Lead (Contract)
Optus,"Sydney Area, Australia",Lead Project Manager (Contract)
Telstra,"Sydney Area, Australia",Senior Project Manager (Contract)
